"","word","h","h_dec"
"3610","simbolizar",0.897296787806437,10
"3611","muro_de_berlín",0.810754928814177,4
"3612","mass",0.80620047618672,4
"3613","arquitectura",0.845407091043841,6
"3614","acercar",0.901663637060356,10
"3615","valoración",0.899239995046856,10
"3616","expuesto",0.903231086096726,10
"3617","arquitecto",0.845682598408935,6
"3618","pionero",0.894157774063074,10
"3619","difundir",0.895949089138454,10
"3620","urbanístico",0.849926649073197,6
"3621","le_corbusier",0.802452306120702,4
"3622","revista",0.865944415034778,7
"3623","recoger",0.905931844552037,10
"3624","catálogo",0.885965420273176,9
"3625","coche",0.824040820799717,5
"3626","folleto",0.892614512635146,9
"3627","publicitario",0.887471073408343,9
"3628","recortes",0.868630377103296,8
"3629","periódico",0.891181471373588,9
"3630","colisión",0.874142581171941,8
"3631","discordancia",0.813360032388489,4
"3632","captar",0.903455400611433,10
"3633","enriquecimiento",0.888118693727477,9
"3634","primas",0.885065112194791,9
"3635","julio_césar",0.780694343576489,3
"3636","pacificación",0.834371875434833,5
"3637","pax",0.803712358915672,4
"3638","augusto",0.829493589565593,5
"3639","asentado",0.902104896627779,10
"3640","sometimient",0.85760029035152,7
"3641","dignidad",0.891163124940635,9
"3642","trajano",0.690407391544539,1
"3643","intelectual",0.881405929673009,9
"3644","filósofo",0.868334985774611,7
"3645","lucano",0.739182831319111,2
"3646","marcial",0.875848410738685,8
"3647","agrónomo",0.853906027068579,6
"3648","recalcitrante",0.868687430310215,8
"3649","avanzado",0.908858351914215,10
"3650","bético",0.788990281347228,3
"3651","incompleto",0.900468109906644,10
"3652","superficial",0.893282186977996,10
"3653","conjunción",0.893977527476396,10
"3654","raro",0.888907822353185,9
"3655","televisor",0.856147263533319,7
"3656","hogar",0.885351885727771,9
"3657","incógnita",0.905329294745132,10
"3658","seleccionar",0.901043836493665,10
"3659","cultivo",0.871934215508947,8
"3660","exposición",0.847344305981418,6
"3661","dependencia",0.899003274668901,10
"3662","parar",0.895703965271317,10
"3663","verosimilit",0.855752117751555,7
"3664","riqueza",0.884730181871473,9
"3665","coherente",0.895304679359833,10
"3666","flaubert",0.7360418736063,2
"3667","zola",0.748029031841089,2
"3668","charles_dickens",0.765439838088114,2
"3669","tratan",0.902854962114128,10
"3670","moralista",0.834077731130604,5
"3671","maestra",0.878649301554893,8
"3672","padre",0.82946538420033,5
"3673","aprovechamiento",0.890788261043849,9
"3674","falda",0.870710920976135,8
"3675","colina",0.845814229095808,6
"3676","semicircular",0.78016175358915,3
"3677","grada",0.838845965663295,5
"3678","circular",0.889434496205531,9
"3679","efectuar",0.90770953847032,10
"3680","levantar",0.89625408594715,10
"3681","edificador",0.843311001184673,6
"3682","vestimenta",0.884538019001509,9
"3683","pared",0.878410859804601,8
"3684","superficie",0.873958035286672,8
"3685","pintado",0.874496853524873,8
"3686","evocar",0.896381652926307,10
"3687","decorado",0.872409498386893,8
"3688","túnicas",0.836220697576356,5
"3689","máscara",0.888495348120163,9
"3690","empleado",0.878874476973559,8
"3691","aparato",0.89500341186634,10
"3692","altar",0.876834400590552,8
"3693","desgraciado",0.890156147793989,9
"3694","leyenda",0.883689812473261,9
"3695","oportuno",0.902199561830776,10
"3696","humorístico",0.860113631659486,7
"3697","incurrir",0.890379826267957,9
"3698","robinson_crusoe",0.729942592947982,2
"3699","reeditar",0.869253032216966,8
"3700","londres",0.87762049453838,8
"3701","maquiavelo",0.80302262437387,4
"3702","aparecido",0.905759384287004,10
"3703","colección",0.842128744803845,6
"3704","ventajoso",0.881130023223955,9
"3705","imaginario",0.887273719473218,9
"3706","prefacio",0.745415720619971,2
"3707","informar",0.89110117308747,9
"3708","traducción",0.870577867057661,8
"3709","at",0.879792826343985,8
"3710","contemplar",0.907086526360603,10
"3711","derivado",0.905698811525325,10
"3712","mirar",0.881126188386882,9
"3713","rama",0.909506777903705,10
"3714","espectador",0.859968244889901,7
"3715","escenografía",0.866232300904282,7
"3716","grabado",0.888445384726485,9
"3717","reproducir",0.902254030622546,10
"3718","dichas",0.905927577776996,10
"3719","adición",0.866829159556321,7
"3720","ballet",0.863079264926939,7
"3721","pantomima",0.823556913375334,5
"3722","ritual",0.887251388223208,9
"3723","mágico",0.875451864478751,8
"3724","caza",0.895178994852021,10
"3725","rupestre",0.786112892740101,3
"3726","recolección",0.880667847693725,8
"3727","introducción",0.903165836827227,10
"3728","embocar",0.750772123948651,2
"3729","espiritual",0.881013483143513,9
"3730","proponentes",0.707901517199094,1
"3731","subsidio",0.852844669789076,6
"3732","tarifa",0.864349664591312,7
"3733","proteccionista",0.768658278204927,2
"3734","industrializar",0.858252113291395,7
"3735","lobby",0.890006679129109,9
"3736","granjero",0.875641432867786,8
"3737","usaid",0.724279663311638,1
"3738","agotar",0.905887622717185,10
"3739","contribuyente",0.83668979236319,5
"3740","precio",0.822728006449127,5
"3741","consumidor",0.856247520327094,7
"3742","eficiencia",0.857490475500341,7
"3743","exportación",0.82877955853207,5
"3744","eficiente",0.878724491054107,8
"3745","socavar",0.880823214470527,9
"3746","ventaja",0.897626568675854,10
"3747","indispensable",0.901338854187982,10
"3748","liberalismo",0.817152651208178,4
"3749","dominante",0.894440944946358,10
"3750","transferido",0.844470510304512,6
"3751","anarquismo",0.834517918189068,5
"3752","empresario",0.887168716995693,9
"3753","despersonalizar",0.816162071134979,4
"3754","inmaterial",0.858338428954107,7
"3755","ilegítimo",0.877064558540762,8
"3756","apropiado",0.907916801031384,10
"3757","autónomo",0.846217775535393,6
"3758","temporalment",0.906736793120583,10
"3759","marroquí",0.862985951098663,7
"3760","mauritano",0.846957734923036,6
"3761","mauritania",0.840658469892574,6
"3762","madrid",0.852512236530986,6
"3763","sáhara_occidental",0.76896181623777,2
"3764","arreglo",0.898174079887902,10
"3765","facultades",0.884028605608776,9
"3766","administrador",0.88420700120301,9
"3767","transfirieron",0.777287028101405,3
"3768","temporal",0.9017023876558,10
"3769","tripartita",0.76797399196304,2
"3770","conferir",0.891147136327638,9
"3771","signatario",0.801297435526522,3
"3772","transferencia",0.895445515885126,10
"3773","gentilicio",0.759773458359119,2
"3774","hispánico",0.831923257303096,5
"3775","sufijo",0.796532317650789,3
"3776","ol",0.797256925783274,3
"3777","provenzal",0.82147758205094,4
"3778","importar",0.897923603150256,10
"3779","santiago_de_compostela",0.889659951018028,9
"3780","visitante",0.872891125701565,8
"3781","recorrer",0.878607386478841,8
"3782","divulgar",0.905898298371724,10
"3783","adaptación",0.884471039848105,9
"3784","espanyol",0.806323736227317,4
"3785","nh",0.820150195797111,4
"3786","labor",0.902812471807238,10
"3787","divulgación",0.881952828643876,9
"3788","promocionar",0.896477037673351,10
"3789","catedral",0.857993907120455,7
"3790","huesca",0.875040251883593,8
"3791","manuscrito",0.856183160350807,7
"3792","iniciativo",0.890619628969627,9
"3793","alfonso_x",0.6630159932084,1
"3794","sabio",0.88422127481408,9
"3795","exclusiva",0.911102327401049,10
"3796","huracán",0.889025553274165,9
"3797","katrina",0.850569799122044,6
"3798","desastre",0.896913242244599,10
"3799","mortífero",0.873295005758115,8
"3800","severo",0.902663024585901,10
"3801","nueva_orleans",0.879886475742612,8
"3802","devastar",0.883593768469239,9
"3803","barack_obama",0.835665607486901,5
"3804","afroamericano",0.860006600032896,7
"3805","matar",0.868909787093099,8
"3806","osama_bin_laden",0.806397343200482,4
"3807","escondido",0.899120034095786,10
"3808","pakistán",0.868457895754784,8
"3809","impartir",0.851741767574829,6
"3810","estado_islámico",0.788367042377935,3
"3811","restablecer",0.903602672065366,10
"3812","cuba",0.87209770079048,8
"3813","magnate",0.881165134732301,9
"3814","donald_trump",0.823652570207956,5
"3815","partido_republicano",0.78646546431852,3
"3816","hillary_clinton",0.773589391344245,3
"3817","insólito",0.90109431284841,10
"3818","analista",0.882507944328917,9
"3819","populista",0.837869587608651,5
"3820","jurar",0.891043740623046,9
"3821","orlando",0.883771387550129,9
"3822","discoteca",0.879904354271013,8
"3823","gay",0.876100868070959,8
"3824","pulsar",0.874019317193169,8
"3825","las_vegas",0.885815830106632,9
"3826","matanza",0.873375802411783,8
"3827","lumière",0.668602503598134,1
"3828","ausencia",0.907561085754544,10
"3829","brevedad",0.878083749125949,8
"3830","fija",0.899575350109434,10
"3831","realizador",0.839301259922855,5
"3832","demostración",0.900601106493876,10
"3833","futuro",0.870190990303585,8
"3834","profesión",0.884616784870813,9
"3835","hada",0.868666712957705,8
"3836","repollo",0.769473608650835,2
"3837","classe",0.374481596418426,1
"3838","guy",0.831371311169127,5
"3839","fantástico",0.887960005885661,9
"3840","fausto",0.836423366993865,5
"3841","santo",0.896817974735107,10
"3842","guadalquivir",0.84658250207402,6
"3843","jaén",0.87735471943003,8
"3844","murcia",0.864547729738137,7
"3845","frustrar",0.904905794957065,10
"3846","cruzado",0.909460933783688,10
"3847","mallorca",0.896844960120043,10
"3848","coronar",0.893904099754439,10
"3849","enlace",0.88656087884097,9
"3850","matrimonial",0.861718724098468,7
"3851","denso",0.892229611147081,9
"3852","mudéjar",0.718210463901926,1
"3853","repartir",0.909535808783374,10
"3854","lote",0.868747566870604,8
"3855","finca",0.87782283404246,8
"3856","intervenir",0.905517093125048,10
"3857","convivencia",0.885489779790898,9
"3858","intercambio",0.907035991492937,10
"3859","altísimo",0.903017398845927,10
"3860","traductores",0.869925316674081,8
"3861","tabla",0.898181030866067,10
"3862","et",0.888319519985836,9
"3863","universidad",0.83835609371296,5
"3864","palencia",0.856725098638254,7
"3865","salamanca",0.890316510879205,9
"3866","valladolid",0.882513208212017,9
"3867","alcalá",0.881382555285441,9
"3868","lérida",0.875684675975901,8
"3869","perpiñán",0.826361271177335,5
"3870","demarcación",0.883184329389206,9
"3871","costa_azul",0.827604079058713,5
"3872","alpes",0.866899481735878,7
"3873","guay",0.860247890046413,7
"3874","américa_del_sur",0.845554723697041,6
"3875","meridional",0.848789241854318,6
"3876","reclamación",0.881138399209112,9
"3877","canario",0.874778978611549,8
"3878","ultramar",0.834658467589682,5
"3879","favorable",0.905602941980818,10
"3880","archiduque",0.802897470315991,4
"3881","carlos",0.873223038080295,8
"3882","operación",0.887207442488891,9
"3883","languidecer",0.889476812428855,9
"3884","llevada",0.901159556037986,10
"3885","organización_de_las_naciones_unidas",0.722553362958321,1
"3886","encuadrar",0.907389560508468,10
"3887","descolonizar",0.783292237392921,3
"3888","resolución",0.879804642101036,8
"3889","integridad",0.895368694328295,10
"3890","gibraltareño",0.799403321579439,3
"3891","istmo",0.749198644325508,2
"3892","peñón",0.772254064794926,2
"3893","autoritario",0.857557971598848,7
"3894","acceso",0.887694528145352,9
"3895","circunstancia",0.903830248045354,10
"3896","consejo_de_estado",0.826273911748541,5
"3897","departamento",0.901653163747733,10
"3898","ministerio",0.882972123028157,9
"3899","regir",0.898144313329842,10
"3900","eficacia",0.886694015286486,9
"3901","obligatorio",0.89994487748262,10
"3902","tomada",0.890045817552384,9
"3903","dotar",0.900995786058276,10
"3904","institucional",0.875566719400273,8
"3905","detentar",0.85263274986924,6
"3906","quebrantar",0.891996798845346,9
"3907","desprender",0.911120992129576,10
"3908","correctivo",0.857196939437272,7
"3909","retar",0.897249444067798,10
"3910","firmeza",0.898129217152207,10
"3911","inquebrantable",0.89058000613118,9
"3912","invalidar",0.890045460687156,9
"3913","esencia",0.893842681639064,10
"3914","exigible",0.873313518761552,8
"3915","vuelta",0.869960182741045,8
"3916","vienés",0.843675468245897,6
"3917","recuperar",0.899780184605861,10
"3918","balzac",0.746341023146939,2
"3919","polifónico",0.761364275759735,2
"3920","cualidad",0.88540076498748,9
"3921","reflexión",0.889495006475611,9
"3922","comentario",0.88804271734008,9
"3923","esclarecer",0.870808849809434,8
"3924","alegórico",0.822149837453434,4
"3925","sonámbulo",0.797487109070366,3
"3926","alargar",0.906096880706687,10
"3927","horizonte",0.899791872026142,10
"3928","autobiograf",0.84512125895962,6
"3929","etcétera",0.893949450882492,10
"3930","ambición",0.891847209543089,9
"3931","thomas_mann",0.770515445496674,2
"3932","analizar",0.898130763138572,10
"3933","mágica",0.891202631406702,9
"3934","trilogía",0.824477547456507,5
"3935","oviedo",0.899840961992512,10
"3936","magno",0.841690603276078,6
"3937","garcía",0.909034701338497,10
"3938","subir",0.884527914606795,9
"3939","peligroso",0.90000489914708,10
"3940","eclesiástico",0.796679906994987,3
"3941","monasterio",0.866217122277095,7
"3942","recaer",0.910420483437534,10
"3943","caballero",0.887398052075308,9
"3944","villana",0.84842680101051,6
"3945","ocurrir",0.876360397152675,8
"3946","catalán",0.821802489096493,4
"3947","llobregat",0.853665213695238,6
"3948","xii",0.75229866419264,2
"3949","asalariado",0.807896436239496,4
"3950","desprovisto",0.883093806117007,9
"3951","medicina",0.87055190637045,8
"3952","seguros",0.895674707456547,10
"3953","jubilacion",0.824684577362512,5
"3954","sorpresa",0.904260901225251,10
"3955","estudiante",0.855088315868665,7
"3956","empobrecimiento",0.846854110969132,6
"3957","desviación",0.883380566603137,9
"3958","lucrativo",0.880395077227352,8
"3959","delincuencia",0.877142067856254,8
"3960","tipificar",0.798705665780862,3
"3961","código_penal",0.783267165818095,3
"3962","cometido",0.883659648510836,9
"3963","criminal",0.873572881796118,8
"3964","tratamiento",0.846001012110762,6
"3965","penal",0.838291079690061,5
"3966","atenuar",0.896951682804083,10
"3967","marco",0.906361099025294,10
"3968","vulnerabilidad",0.887000042420207,9
"3969","cuidado",0.892343172713645,9
"3970","aplicación",0.86477882686354,7
"3971","prever",0.898446301000196,10
"3972","especialidad",0.894177122050513,10
"3973","procesar",0.887763533546807,9
"3974","enjuiciamiento",0.800367382290825,3
"3975","coercitivo",0.847023016096238,6
"3976","centros",0.878693351586536,8
"3977","detención",0.85550028266961,7
"3978","emerger",0.904471360107487,10
"3979","reconocible",0.889987294695858,9
"3980","viii",0.80658838819495,4
"3981","vikingo",0.863072609672658,7
"3982","descendiente",0.884319741605428,9
"3983","rus",0.675313276115784,1
"3984","kiev",0.845784914453284,6
"3985","desintegrar",0.877887703412524,8
"3986","feudal",0.837462743575255,5
"3987","reunificacion",0.876735334436003,8
"3988","gradual",0.894738644033694,10
"3989","principado",0.896496036493118,10
"3990","poniente",0.849883505955068,6
"3991","típico",0.889373158844432,9
"3992","imputable",0.830830852662355,5
"3993","culpable",0.883708326453486,9
"3994","sanción",0.875256707916575,8
"3995","omisión",0.881945918758686,9
"3996","penado",0.826153994219059,5
"3997","penales",0.869843059327404,8
"3998","reprochar",0.889899327296558,9
"3999","legislador",0.863704633941451,7
"4000","abstener",0.833178613629891,5
"4001","dogmático",0.8366180566436,5
"4002","delinquir",0.852351589416082,6
"4003","apartar",0.903865351482185,10
"4004","alejar",0.906468354297153,10
"4005","señalado",0.910626896194989,10
"4006","diferido",0.841039635175469,6
"4007","diferir",0.907607988291404,10
"4008","acepción",0.871295132248907,8
"4009","dejado",0.907120704501015,10
"4010","reducción",0.879263902393857,8
"4011","exigencia",0.901533954741387,10
"4012","decenio",0.888604871771518,9
"4013","adalid",0.888694548935888,9
"4014","escenógrafo",0.821048707822078,4
"4015","estilizar",0.868156402518043,7
"4016","planteamien",0.899567346470726,10
"4017","transformación",0.88886815642316,9
"4018","escenográfico",0.725092765753797,1
"4019","maquinaria",0.901637753441384,10
"4020","iluminación",0.871131566561387,8
"4021","plasticidad",0.818752090685376,4
"4022","móvil",0.818058063990538,4
"4023","liberar",0.905403929779249,10
"4024","apariencia",0.902409441572952,10
"4025","pictórico",0.781455783751015,3
"4026","proporcionado",0.905865098399204,10
"4027","arco",0.894280335195369,10
"4028","filmación",0.851564717083383,6
"4029","pauta",0.890905661591741,9
"4030","técnico",0.85846424001958,7
"4031","creativa",0.880115850009927,8
"4032","vestuario",0.84595856683313,6
"4033","asistente",0.900074316890974,10
"4034","script",0.754229112464383,2
"4035","continuista",0.855768174906879,7
"4036","guionista",0.820667910198475,4
"4037","confeccionar",0.887028724010215,9
"4038","referendo",0.816310284251388,4
"4039","conservación",0.874458767182128,8
"4040","empujón",0.89928630622799,10
"4041","acordado",0.896374577499992,10
"4042","inclinado",0.886107535919799,9
"4043","flexible",0.890502091799368,9
"4044","marxista",0.853343605619678,6
"4045","extremista",0.869277786764304,8
"4046","kgb",0.828414693582344,5
"4047","invertir",0.873787662309228,8
"4048","readmitir",0.906985377488692,10
"4049","fallar",0.895249939298391,10
"4050","yeltsin",0.680167389879226,1
"4051","apreciable",0.886008927549205,9
"4052","plena",0.910801803415835,10
"4053","continuo",0.90862746118241,10
"4054","confundir",0.897566395290781,10
"4055","magia",0.884591033232864,9
"4056","primordial",0.902026551236133,10
"4057","especialista",0.89246947461508,9
"4058","oscuras",0.891323925816567,9
"4059","iniciación",0.869765099685612,8
"4060","utilidad",0.893486680358946,10
"4061","conjuro",0.8351207744994,5
"4062","futura",0.90375714455635,10
"4063","apuntar",0.89639191944594,10
"4064","actitud",0.89801709257165,10
"4065","huir",0.889852623166558,9
"4066","trampas",0.895656063479645,10
"4067","asignar",0.901983972431881,10
"4068","alma",0.886061542792393,9
"4069","profano",0.862623463726062,7
"4070","monoteísmo",0.661172982796486,1
"4071","meta",0.880015310379161,8
"4072","residual",0.895214563576247,10
"4073","sugerir",0.907714214608631,10
"4074","fenomenología",0.678321437014618,1
"4075","invasor",0.870948152864021,8
"4076","guerrillero",0.870723308328581,8
"4077","crudo",0.882459416359077,9
"4078","napoleónico",0.821191380218469,4
"4079","zar",0.841439101183195,6
"4080","abortar",0.881203832410545,9
"4081","seguida",0.908968363615937,10
"4082","imperio_otomano",0.761368192018475,2
"4083","disponible",0.886783971031645,9
"4084","inteligencia",0.840737148195567,6
"4085","coordinar",0.901582473132241,10
"4086","agencia",0.898679982497923,10
"4087","subordinado",0.89277236018217,10
"4088","departamento_de_justicia",0.801977762289824,4
"4089","cuentas",0.879534994726508,8
"4090","dato",0.897687126035215,10
"4091","confidencial",0.866848704490414,7
"4092","componer",0.897351624307048,10
"4093","célebre",0.892974112829585,10
"4094","the_washington_post",0.86332645022848,7
"4095","divinidad",0.829462094354103,5
"4096","ilustración",0.870549507912113,8
"4097","elaborado",0.898970206801515,10
"4098","obvia",0.895579520128984,10
"4099","rechazar",0.896927192466927,10
"4100","subrayar",0.908714209917522,10
"4101","entusiasta",0.90059370635036,10
"4102","adhesión",0.891501588797544,9
"4103","emotivo",0.881955833352578,9
"4104","intuitivo",0.877418251293178,8
"4105","perspectiva",0.900268336762576,10
"4106","lanzamiento",0.8997505087667,10
"4107","nave",0.878221298855857,8
"4108","tripulada",0.741949070626272,2
"4109","john_f_kennedy",0.803452183821063,4
"4110","kennedy",0.876407985506533,8
"4111","tensa",0.898794240883079,10
"4112","afroamericanos",0.867541067907281,7
"4113","rosa_parks",0.803830300860064,4
"4114","martin_luther_king",0.846812646260265,6
"4115","segregación",0.874771690361859,8
"4116","discriminación",0.871680638391832,8
"4117","johnson",0.778261708088271,3
"4118","sudeste",0.874485792832175,8
"4119","infructuoso",0.89495386972794,10
"4120","vietnam",0.868733952352307,8
"4121","contracultural",0.85059160543664,6
"4122","feminista",0.8255680670448,5
"4123","equidad",0.86485699691314,7
"4124","placer",0.873641048275688,8
"4125","estético",0.882331682417425,9
"4126","suceso",0.890789499284524,9
"4127","lances",0.851856026908126,6
"4128","pasión",0.879826686954324,8
"4129","insumo",0.825222595961358,5
"4130","introspección",0.838426038335056,5
"4131","diccionario",0.867201838419664,7
"4132","academia",0.883472591073321,9
"4133","grecolatino",0.765292952771368,2
"4134","capacidad",0.884772932111617,9
"4135","poema",0.832609249949431,5
"4136","subgénero",0.823475916521413,5
"4137","estado_de_israel",0.740882067260148,2
"4138","fundamentar",0.892144173588507,9
"4139","acoger",0.899702138508818,10
"4140","judaísmo",0.813763845506574,4
"4141","trataría",0.902453745742211,10
"4142","auto",0.816726955000426,4
"4143","ampliación",0.885832815571453,9
"4144","génesis",0.870634983784538,8
"4145","enteras",0.897251475856954,10
"4146","acusación",0.857231959066307,7
"4147","retratar",0.876642012893762,8
"4148","isabel",0.869427621612526,8
"4149","rubens",0.756429239948845,2
"4150","tiziano",0.746013473426869,2
"4151","proseguir",0.907302890227332,10
"4152","reyes_católicos",0.827321423395373,5
"4153","casar",0.832819534599309,5
"4154","casas",0.871823609862749,8
"4155","azaroso",0.874758631325564,8
"4156","enorme",0.899023690596613,10
"4157","descubierta",0.891169860145955,9
"4158","annus",0.825077376515013,5
"4159","decretar",0.891383810280087,9
"4160","repetir",0.901635686580675,10
"4161","detrimento",0.903422756446074,10
"4162","concluyente",0.882565549359296,9
"4163","aleatorio",0.885803338513511,9
"4164","aprender",0.844537714233434,6
"4165","probabilidad",0.891551960375724,9
"4166","suceder",0.89735761604419,10
"4167","medir",0.9009625911779,10
"4168","linda",0.890946426053527,9
"4169","estudiado",0.898692905550728,10
"4170","matemático",0.869324640600463,8
"4171","vecindad",0.86653570516129,7
"4172","observador",0.896607568390361,10
"4173","englobar",0.905354408355943,10
"4174","configuración",0.877328061979656,8
"4175","sustentar",0.907962918264392,10
"4176","seno",0.901767082859609,10
"4177","salvedad",0.882718846782436,9
"4178","incompatible",0.895609255430353,10
"4179","consejo",0.889674660118451,9
"4180","difusión",0.892642264404595,9
"4181","noticia",0.881937884670088,9
"4182","hoja",0.895535882704908,10
"4183","papiro",0.799246744095953,3
"4184","seda",0.879045540898125,8
"4185","pergamino",0.826131428929191,5
"4186","madera",0.870012437649817,8
"4187","viajero",0.858340758582684,7
"4188","novedad",0.904888303774078,10
"4189","amplificar",0.895971777800733,10
"4190","distorsionar",0.892853758769433,10
"4191","cronista",0.874977298657663,8
"4192","imprenta",0.853780972199934,6
"4193","destacado",0.914732714890674,10
"4194","persuadir",0.888694509209344,9
"4195","educar",0.858864993490092,7
"4196","tintar",0.904788020490946,10
"4197","progresista",0.855478580000353,7
"4198","afín",0.895015521262635,10
"4199","preexistir",0.848936886965403,6
"4200","reformismo",0.773391434381307,3
"4201","proceder",0.912928055679847,10
"4202","muerta",0.882891264069988,9
"4203","dinamismo",0.881709052075137,9
"4204","inventar",0.889563626542376,9
"4205","renacer",0.895896206029417,10
"4206","ido",0.902279286384013,10
"4207","tratar",0.903910133757302,10
"4208","evolucionista",0.739631126418893,2
"4209","variante",0.89996709828285,10
"4210","fetichismo",0.818855683391705,4
"4211","mito",0.884162404905634,9
"4212","temático",0.888712589786896,9
"4213","abandonado",0.900727895672253,10
"4214","canal_de_suez",0.742151341264461,2
"4215","sexta",0.89613056414055,10
"4216","altos_del_golán",0.548087756748615,1
"4217","acuerdos_de_oslo",0.623673100645921,1
"4218","autoridad_palestina",0.705054260781595,1
"4219","hamás",0.654126047845779,1
"4220","fatah",0.678114411574943,1
"4221","minoritario",0.896922988612201,10
"4222","telefonía",0.833120635621935,5
"4223","viral",0.867143459490191,7
"4224","convocatoria",0.877959687011983,8
"4225","persuasivo",0.855994948576497,7
"4226","policial",0.837196170332861,5
"4227","interpersonal",0.787180509783262,3
"4228","agenda",0.889001008327673,9
"4229","programación",0.880760786950436,9
"4230","transmiten",0.887661446978781,9
"4231","comercial",0.873669977145239,8
"4232","cantón",0.854330437513114,6
"4233","ayuntar",0.856090814816132,7
"4234","estamento",0.881637011553333,9
"4235","hobbes",0.74134875886738,2
"4236","rousseau",0.815276940257625,4
"4237","mancomunidad",0.821040374556681,4
"4238","dorada",0.881798286584403,9
"4239","federación_de_rusia",0.646466516700872,1
"4240","federación_rusa",0.718078225954369,1
"4241","arsenal",0.89008167864624,9
"4242","negociar",0.878501886362479,8
"4243","encuesta",0.858364619917921,7
"4244","justa",0.896334042885545,10
"4245","hipotético",0.905899336295544,10
"4246","desacuerdo",0.886469315916926,9
"4247","shanghái",0.835506641949738,5
"4248","chongqing",0.694693277343842,1
"4249","hong_kong",0.831111812928832,5
"4250","macao",0.753841033887518,2
"4251","roja",0.900026644494408,10
"4252","veraces",0.867669985754783,7
"4253","inmiscuir",0.876135748909462,8
"4254","intimidad",0.886249172024404,9
"4255","impreciso",0.897226308899103,10
"4256","plasmación",0.837617954436167,5
"4257","informal",0.905206956132006,10
"4258","fáctico",0.85358456431717,6
"4259","componente",0.904643419378734,10
"4260","soft",0.858761051127045,7
"4261","power",0.89160319415383,9
"4262","eficaz",0.89454994529246,10
"4263","deontología",0.753182210122359,2
"4264","transcontinental",0.654089815236232,1
"4265","balear",0.875362801119129,8
"4266","ceuta",0.848659158784627,6
"4267","melilla",0.861680279361075,7
"4268","chafar",0.748428002928217,2
"4269","alhucemas",0.78237598528352,3
"4270","alborán",0.654669944190788,1
"4271","enclave",0.870730205146853,8
"4272","islote",0.79859308850687,3
"4273","subsiguient",0.865599914797165,7
"4274","paréntesis",0.890585936825982,9
"4275","propicia",0.911859618605965,10
"4276","sucesión",0.896741905431877,10
"4277","desfavorable",0.903149375193263,10
"4278","agudizar",0.890866169180926,9
"4279","tribal",0.879730473098425,8
"4280","sumado",0.913838849151714,10
"4281","insostenible",0.890173261598734,9
"4282","primo_de_rivera",0.835338594732824,5
"4283","dimisión",0.859291462548564,7
"4284","marchar",0.891538582849422,9
"4285","jefatura",0.874282501792899,8
"4286","directorio",0.869383891961902,8
"4287","almiranta",0.843888671435653,6
"4288","aznar",0.829680812596224,5
"4289","roma",0.888513566627932,9
"4290","helénico",0.73799726464988,2
"4291","plantas",0.874151535390673,8
"4292","mampostería",0.704651640735069,1
"4293","acústico",0.867104198793431,7
"4294","orquesta",0.851519319825808,6
"4295","semicírculo",0.755086501054231,2
"4296","plataforma",0.858187863361874,7
"4297","levantado",0.904746723592205,10
"4298","fachado",0.845130954365356,6
"4299","monumental",0.885290315938836,9
"4300","pisos",0.836634626146487,5
"4301","graderío",0.812419197268548,4
"4302","suma",0.912227962855098,10
"4303","divertir",0.876622855729666,8
"4304","sociología",0.864978917832007,7
"4305","formular",0.897542075107154,10
"4306","sociólogo",0.885214337969079,9
"4307","solidario",0.894543166296791,10
"4308","reverencial",0.854424176065329,6
"4309","desconocido",0.902127616668462,10
"4310","sobrecoger",0.870844696325565,8
"4311","irresistible",0.8878193764547,9
"4312","fascinar",0.873900661912042,8
"4313","texas",0.884248981708056,9
"4314","guerra_de_secesión",0.765841586281773,2
"4315","tribus",0.872835067512663,8
"4316","preferible",0.890973513627149,9
"4317","daños",0.892140065772362,9
"4318","socio",0.896493829735292,10
"4319","cazador",0.884255076618962,9
"4320","nómada",0.875265578745587,8
"4321","recolector",0.85421652478784,6
"4322","sedentario",0.813884756714498,4
"4323","desarme",0.836193627170831,5
"4324","tributo",0.878625142334524,8
"4325","gregario",0.859398993411888,7
"4326","extensible",0.88435735040263,9
"4327","territoriali",0.826386850062388,5
"4328","fragmentar",0.888008616982595,9
"4329","virtualment",0.901385888632254,10
"4330","hábil",0.903688778523856,10
"4331","maniobra",0.901554622684511,10
"4332","trasladó",0.903759208006581,10
"4333","san",0.894406378903353,10
"4334","min",0.320183963900137,1
"4335","sun",0.851643687227856,6
"4336","sen",0.846485195517705,6
"4337","incidente",0.89069699623492,9
"4338","an",0.889663541721266,9
"4339","austrohúngaro",0.771802481982325,2
"4340","armisticio",0.82547768240745,5
"4341","obligado",0.904465035380696,10
"4342","contradicción",0.894539253628106,10
"4343","diplomacia",0.862572346717411,7
"4344","posguerra",0.878777150441186,8
"4345","percibir",0.901044514942967,10
"4346","humillante",0.895912867213255,10
"4347","cita",0.901295136221558,10
"4348","ascenso",0.894290706673722,10
"4349","destronar",0.883895474700172,9
"4350","káiser",0.776996479621121,3
"4351","elector",0.834309901446509,5
"4352","prusia",0.747293101274006,2
"4353","metas",0.875532173205233,8
"4354","proteger",0.901929193706153,10
"4355","tártaro",0.809049127999629,4
"4356","turcos",0.856580796108411,7
"4357","hidalgo",0.88104366896431,9
"4358","caballería",0.861487373537007,7
"4359","coronado",0.889307961346794,9
